#hexagon centers
#stepx = 1, stepy=0.866025, radius=0.57735, height=8.94893
   0.00000   17.89786   -7.07779
   2.00000   17.89786   -7.06712
   4.00000   17.89786   -6.62884
   6.00000   17.89786   -6.10695
   8.00000   17.89786   -6.57224
  10.00000   17.89786   -6.42920
  12.00000   17.89786   -6.47857
  14.00000   17.89786   -6.77893
  16.00000   17.89786   -6.77468
  18.00000   17.89786   -6.28150
   1.00000   16.16581   -5.96955
   3.00000   16.16581   -5.76543
   5.00000   16.16581   -5.09579
   7.00000   16.16581   -5.19950
   9.00000   16.16581   -4.91928
  11.00000   16.16581   -5.19712
  13.00000   16.16581   -5.63650
  15.00000   16.16581   -5.84809
  17.00000   16.16581   -5.93119
  19.00000   16.16581   -5.60850
   0.00000   14.43376   -4.69683
   2.00000   14.43376   -4.61429
   4.00000   14.43376   -4.20876
   6.00000   14.43376   -3.81501
   8.00000   14.43376   -3.57730
  10.00000   14.43376   -3.87224
  12.00000   14.43376   -4.44295
  14.00000   14.43376   -4.81560
  16.00000   14.43376   -4.88784
  18.00000   14.43376   -4.93354
   1.00000   12.70171   -2.17377
   3.00000   12.70171   -2.46205
   5.00000   12.70171   -2.79763
   7.00000   12.70171   -2.39348
   9.00000   12.70171   -2.25516
  11.00000   12.70171   -2.34939
  13.00000   12.70171   -2.28839
  15.00000   12.70171   -2.54640
  17.00000   12.70171   -3.16993
  19.00000   12.70171   -3.55829
   0.00000   10.96966   -0.35531
   2.00000   10.96966   -0.42394
   4.00000   10.96966   -0.70351
   6.00000   10.96966   -1.22053
   8.00000   10.96966   -0.91402
  10.00000   10.96966   -0.60998
  12.00000   10.96966   -0.23669
  14.00000   10.96966   -0.12829
  16.00000   10.96966   -0.67980
  18.00000   10.96966   -1.66913
   1.00000    9.23760    0.96169
   3.00000    9.23760    0.81716
   5.00000    9.23760    0.78061
   7.00000    9.23760    0.74531
   9.00000    9.23760    1.03294
  11.00000    9.23760    1.09225
  13.00000    9.23760    1.81502
  15.00000    9.23760    1.02700
  17.00000    9.23760    0.24735
  19.00000    9.23760   -0.28781
   0.00000    7.50555    2.31821
   2.00000    7.50555    2.27541
   4.00000    7.50555    2.25244
   6.00000    7.50555    2.78447
   8.00000    7.50555    3.23344
  10.00000    7.50555    3.51910
  12.00000    7.50555    3.47414
  14.00000    7.50555    3.09371
  16.00000    7.50555    2.26819
  18.00000    7.50555    1.71450
   1.00000    5.77350    3.50319
   3.00000    5.77350    3.60323
   5.00000    5.77350    4.42710
   7.00000    5.77350    4.80661
   9.00000    5.77350    4.66810
  11.00000    5.77350    4.95501
  13.00000    5.77350    4.73496
  15.00000    5.77350    4.59818
  17.00000    5.77350    4.05621
  19.00000    5.77350    3.42808
   0.00000    4.04145    4.40398
   2.00000    4.04145    4.57279
   4.00000    4.04145    5.23337
   6.00000    4.04145    6.14199
   8.00000    4.04145    6.15271
  10.00000    4.04145    6.15712
  12.00000    4.04145    6.01930
  14.00000    4.04145    6.06250
  16.00000    4.04145    5.81614
  18.00000    4.04145    5.33897
   1.00000    2.30940    4.88034
   3.00000    2.30940    5.35717
   5.00000    2.30940    6.31819
   7.00000    2.30940    7.07591
   9.00000    2.30940    6.88416
  11.00000    2.30940    6.69133
  13.00000    2.30940    6.91207
  15.00000    2.30940    7.09194
  17.00000    2.30940    6.91242
  19.00000    2.30940    6.19863

